lvl,nrDof,nrIterations,time,error4lvl,eta,etaVol,etaJumps,energy,diffDiscExactE,gleb,diffGlebExactE,diffGlebDiscreteE
0,8,54,0.055186,0.873938292010727,15.4106337178643,15.4104688402252,0.000164877639154831,0.000144608448289861,0.36797272006029,-60.6433830293475,60.2755549177355,60.6435276377958
1,33,340,0.074706,0.31130964747218,4.95964692453675,3.62724198306169,1.33240494147506,-0.251086306608526,0.116741805003474,-40.5519156286671,40.1840875170551,40.3008293220586
2,98,1881,0.569274,0.303300832303236,2.58345824370909,1.31951015707005,1.26394808663905,-0.437393267922341,0.0695651563103413,-30.071570693199,29.703742581587,29.6341774252767
3,262,3896,1.736011,0.228800601385133,1.33864401815317,0.638630796168659,0.700013221984508,-0.403661382001026,0.0358332703890264,-25.5002404706497,25.1324123590377,25.0965790886486
4,420,2973,1.773894,0.173489759105159,0.770324951414008,0.290346821666798,0.479978129747211,-0.384698723015525,0.0168706114035245,-20.8873436399655,20.5195155283535,20.5026449169499
5,804,10334,12.171929,0.0986609964646046,0.536184910340251,0.218508645598985,0.317676264741266,-0.393536620203689,0.0257085085916889,-19.3659963390792,18.9981682274672,18.9724597188755
6,1556,17580,35.140175,0.075297161948019,0.339255368409347,0.123937305278523,0.215318063130823,-0.38936738563012,0.0215392740181203,-16.587172203838,16.219344092226,16.1978048182079
7,2874,23180,95.024517,0.0525826097446153,0.209144266733736,0.0759871015075376,0.133157165226199,-0.382800524600936,0.0149724129889365,-14.8984338723473,14.5306057607353,14.5156333477463
8,5763,29897,249.514632,0.0384701255517839,0.126637162951465,0.0408589731319576,0.0857781898195075,-0.378147118253683,0.0103190066416831,-12.7324293164101,12.3646012047981,12.3542821981565
9,11532,40216,690.526183,0.0286282852694264,0.0795551681995452,0.0205296768871563,0.0590254913123888,-0.375511963085515,0.00768385147351525,-10.8730730613467,10.5052449497347,10.4975610982612
10,21612,42458,1548.980475,0.0205639805529771,0.0532531352726745,0.0138533616544549,0.0393997736182196,-0.373071025608948,0.00524291399694821,-9.89583119300413,9.52800308139213,9.52276016739518
